unit,n,pearson,spearman,rmse,mae
P05230,15,0.07126482297361121,0.3857142857142856,0.8731210886538892,0.4808153831890762
P00712,15,0.6606221231332166,0.7000920505189261,0.9883493396456351,0.8870369969439871
P61024,15,0.7530634920585103,0.7892857142857141,0.7590875026717706,0.5620141215048786
1YYX,14,0.6872516112197262,0.6439560439560439,1.9890280935725766,1.850954926313524
P0A3E0,14,0.16295291454689842,0.6967032967032967,1.3211861956570825,1.0680724244998014
P05413,14,0.5912020887048722,0.5414447277076333,1.8749722680830623,1.5207252591371243
P0AE67,14,0.43927266733869663,0.44713764855273463,1.6022033303230454,1.0596957787601862
P37957,14,0.2683072410837041,0.4813186813186813,0.7840171226810179,0.6616982585736358
P08463,14,0.8948016266678924,0.6644668487276423,0.8531879015714222,0.6853235170685034
P00509,13,0.397159016922518,0.20329670329670327,2.353084017575832,1.6944916224874629
P26514,12,-0.044007069644518934,-0.08406317620060155,1.9278045821479597,1.655247772695238
P0A910,12,0.30341817780327507,0.21366057284319562,1.7287989698422122,1.5793558827222987
P0AA04,12,0.8468367063856461,0.7915949092223313,0.9299942838433871,0.8005378907566166
P69543,12,0.4884996564097295,0.6928061117658851,0.5084664646587249,0.30885429466813225
3PG0,10,-0.44724201443733086,-0.14770978917519928,1.0613630124564253,0.6915293608295834
P01308,10,0.2840225030446698,0.23636363636363633,1.1035802595380426,0.8978055521592092
P00171,10,0.812213488030175,0.5272727272727272,1.1181565837120353,0.9972225198392206
P00257,10,0.6033871140248475,0.43030303030303024,0.6624688368099084,0.563599020468246
P00004,9,0.4879220324338923,0.5333333333333333,2.5240253308918046,2.1404336782423306
P0A9X9,9,0.7936312993972076,0.8666666666666667,0.48746515312498084,0.44121924924739636
P0A3C7,9,0.7192731835685778,0.7166666666666667,0.5717422338702821,0.44287868552376836
P01625,9,0.33288044600235167,0.31799441532717476,1.0938935897740305,0.9319228175944397
P11540,9,-0.35907624371612157,-0.4518868007280905,1.005590432717665,0.8973870499226473
P0AEX9,8,-0.23652456657847867,0.21557272714438658,2.5310146960590436,1.591946205896249
P08921,8,-0.9584208673559249,-0.9047619047619048,2.898736965148943,2.1153197270383357
P13479,8,0.8185996655157467,0.8333333333333335,0.4140461231040446,0.31240415864461646
Q08012,8,-0.40360444796715467,-0.01197626261913259,1.6053703031935098,1.166538082641347
P30289,8,0.787831916737781,0.523809523809524,1.117214235939438,0.9601621366461384
P03069,8,0.7716104901858349,0.6428571428571429,0.872584286738336,0.6671476404536116
P02633,7,0.922529133451561,0.8214285714285715,0.84097295464805,0.7299965128665727
P04925,6,0.6646088807458828,0.17393131069573453,0.6065971934711167,0.3657344575540457
P07445,6,-0.9529983374272852,-0.6571428571428573,8.93563134211432,5.724508646409418
P02753,6,0.7647868631532092,0.8696565534786727,0.9278498317012064,0.8117990394535924
P00782,6,0.022752317351664716,0.3142857142857143,0.9560369813947379,0.8391484367307022
P62593,5,0.9864346192988012,0.9746794344808963,0.6751951576783828,0.6597300993054226
P0A3H0,5,0.6273184854525847,0.49999999999999994,0.48615697410416525,0.35497291892410865
P19614,5,0.8940990424977925,0.7999999999999999,0.14278386066441284,0.12965314297324543
P00099,5,-0.3215689597173808,-0.49999999999999994,1.2925051335732023,1.1139437474828748
P01051,5,0.9118087230378101,0.7,0.38098532359145887,0.3436485529633907
P0A877,5,0.8527678307450278,0.9999999999999999,0.4949514886276841,0.42104606994421123
P01241,5,0.6933375396047221,0.8720815992723809,0.5633911594788714,0.526996661736127
2IMM,5,0.7887125591557296,0.8207826816681234,0.487331572125481,0.32648937586449667
P02693,5,0.9419607081632034,0.8999999999999998,0.3688825012964961,0.31767395944062427
P00918,5,-0.26021971689008555,-0.3,0.9221878019853484,0.7572252857768244
P0AA25,4,0.815955562024642,0.7999999999999999,2.1426548837824884,1.9817767549806986
Q03026,4,-0.06949849080885148,-0.6000000000000001,1.0795365523140532,0.9939638401907102
P81708,4,-0.37125863277627974,-0.39999999999999997,0.24416018675290393,0.23012229336628315
P69441,4,0.4810626843238119,0.19999999999999998,0.8876856612687519,0.7588102966915082
P00025,4,0.7856253986899651,1.0,0.8688100884429459,0.8626926858902879
P60174,4,-0.2798264258435013,-0.39999999999999997,0.8881163496917451,0.8016112412562951
P48052,4,-0.3688592791046722,-0.316227766016838,1.3173856736787528,1.0633651564827993
P00094,4,0.9529780792972985,0.7999999999999999,0.6935769353748147,0.6086967937444658
P09012,4,0.8730587963827329,0.9486832980505139,0.3685869834561053,0.2691802702488512
P08877,4,0.8651526919711332,0.19999999999999998,1.0986183465453818,1.0139710789612586
P0A6F9,4,0.6681395508442495,0.19999999999999998,0.22089156768570667,0.18440860349175947
P07170,4,0.33369885773772356,-0.19999999999999998,1.2972567459805653,1.1948547791336561
P39476,3,0.5110944505135062,0.5,0.5752773615414006,0.53836004397771
P00593,3,0.9748268525494067,1.0,0.7994597222098256,0.7498443843679956
P42771,3,0.7421774843618469,0.5,0.9802413109233292,0.9311041198171406
P03040,3,-0.016448303926169305,0.0,0.37664963668831375,0.2784040932586555
P42773,3,-0.7681881092157296,-0.5,1.2728155161531982,0.8609808479728862
P03706,3,0.9218075965525117,1.0,2.2501088438494237,2.0742199572807434
P00045,3,0.9994678957428647,1.0,1.3463023827621634,1.0442524899279853
P00929,3,-0.5787107778821639,-0.5,0.8407803335974107,0.6879302392430211
P04166,3,0.4459888984649873,0.5,0.9152209819156505,0.5621401993676016
P69797,3,0.988378166863334,1.0,1.6596327850032209,1.6017682021189232
P02625,2,-1.0,-0.9999999999999999,1.602882750470625,1.1627774716438044
P29768,2,-1.0,-0.9999999999999999,2.2684801300904254,2.234472567656897
P00940,2,-1.0,-0.9999999999999999,0.880018440742198,0.7359164635000346
P07740,2,,,1.6316508517965782,1.614659310673551
P02631,2,,,0.23531083405436337,0.22924965073208117
P09850,2,-1.0,-0.9999999999999999,3.107893470207593,2.957279102876388
P0ACJ8,2,-1.0,-0.9999999999999999,0.8467750934987662,0.7782289396742179
P02925,2,1.0,0.9999999999999999,1.5619834333953102,1.5443135258052725
P00268,2,-1.0,-0.9999999999999999,0.48029080111350436,0.4002869516219402
P05121,2,-1.0,-0.9999999999999999,1.1248487104872174,0.9171372575404096
P04164,2,-1.0,-0.9999999999999999,4.1752789514181705,2.978303222206678
P0AEG4,2,-1.0,-0.9999999999999999,0.8841449822053662,0.655311742568344
P10762,2,1.0,0.9999999999999999,0.3737721091613878,0.2907646961593648
P01236,1,,,0.33288372469119,0.33288372469119
P0ACT4,1,,,0.7091500577510426,0.7091500577510426
P9WGE7,1,,,3.293697012716545,3.293697012716545
P96110,1,,,0.9581108821317399,0.9581108821317399
P09919,1,,,1.2226663044749009,1.2226663044749009
P04168,1,,,1.5602841210113048,1.5602841210113048
P07320,1,,,2.231303716958056,2.231303716958056
P63159,1,,,0.36835408527036695,0.36835408527036695
P01584,1,,,0.01057818020029766,0.01057818020029766
P61991,1,,,0.049838848940944036,0.049838848940944036
P00563,1,,,0.49908764315067333,0.49908764315067333
P11053,1,,,3.6166024578934226,3.6166024578934226
P03958,1,,,8.877135196974157,8.877135196974157
P00173,1,,,0.24564402763028478,0.24564402763028478
P00560,1,,,0.11016058169539789,0.11016058169539789
P13444,1,,,2.310659936121612,2.310659936121612
P13726,1,,,0.7535157752079177,0.7535157752079177
P00807,1,,,0.46545551796742285,0.46545551796742285
P24297,1,,,0.3255107617246952,0.3255107617246952
P01006,1,,,0.3743944742843789,0.3743944742843789
P03023,1,,,0.4162720803284066,0.4162720803284066
P22069,1,,,2.5685061488136056,2.5685061488136056
